carnet,nombre,carrera,departamento,promedio
EST029289,Estudiante 29289,Ingeniería Industrial,Sonsonate,6.19
EST029290,Estudiante 29290,Arquitectura,Sonsonate,8.83
EST029291,Estudiante 29291,Contaduria,San Salvador,5.18
EST029292,Estudiante 29292,Arquitectura,San Miguel,7.96
EST029293,Estudiante 29293,Administracion,San Salvador,8.74
EST029294,Estudiante 29294,Administracion,San Miguel,6.85
EST029295,Estudiante 29295,Ingeniería de Sistemas,La Libertad,9.11
EST029296,Estudiante 29296,Arquitectura,Santa Ana,8.6
EST029297,Estudiante 29297,Administracion,San Miguel,8.29
EST029298,Estudiante 29298,Ingeniería de Sistemas,Sonsonate,6.52
EST029299,Estudiante 29299,Administracion,San Salvador,7.99
EST029300,Estudiante 29300,Arquitectura,San Miguel,5.36
EST029301,Estudiante 29301,Administracion,San Salvador,9.67
EST029302,Estudiante 29302,Administracion,San Salvador,7.84
EST029303,Estudiante 29303,Contaduria,San Miguel,8.88
EST029304,Estudiante 29304,Contaduria,San Salvador,8.39
EST029305,Estudiante 29305,Administracion,La Libertad,5.29
EST029306,Estudiante 29306,Ingeniería Industrial,La Libertad,5.77
EST029307,Estudiante 29307,Ingeniería Industrial,Santa Ana,9.76
EST029308,Estudiante 29308,Administracion,San Salvador,5.42
EST029309,Estudiante 29309,Contaduria,San Salvador,6.28
EST029310,Estudiante 29310,Ingeniería Industrial,San Salvador,9.08
EST029311,Estudiante 29311,Administracion,San Salvador,7.83
EST029312,Estudiante 29312,Contaduria,San Salvador,8.62
EST029313,Estudiante 29313,Ingeniería Industrial,Santa Ana,8.96
EST029314,Estudiante 29314,Ingeniería de Sistemas,Santa Ana,7.92
EST029315,Estudiante 29315,Ingeniería Industrial,San Miguel,6.63
EST029316,Estudiante 29316,Ingeniería Industrial,San Miguel,7.45
EST029317,Estudiante 29317,Arquitectura,San Salvador,6.98
EST029318,Estudiante 29318,Arquitectura,Santa Ana,8.97
EST029319,Estudiante 29319,Ingeniería de Sistemas,Santa Ana,8.87
EST029320,Estudiante 29320,Ingeniería de Sistemas,San Miguel,6.21
EST029321,Estudiante 29321,Administracion,Sonsonate,9.02
EST029322,Estudiante 29322,Contaduria,La Libertad,7.57
EST029323,Estudiante 29323,Ingeniería de Sistemas,San Miguel,9.95
EST029324,Estudiante 29324,Arquitectura,La Libertad,8.5
EST029325,Estudiante 29325,Contaduria,Sonsonate,6.76
EST029326,Estudiante 29326,Arquitectura,San Salvador,5.2
EST029327,Estudiante 29327,Arquitectura,San Salvador,9.0
EST029328,Estudiante 29328,Arquitectura,San Salvador,5.62
EST029329,Estudiante 29329,Arquitectura,Sonsonate,6.76
EST029330,Estudiante 29330,Ingeniería Industrial,Santa Ana,8.62
EST029331,Estudiante 29331,Ingeniería Industrial,San Salvador,6.37
EST029332,Estudiante 29332,Contaduria,San Miguel,7.27
EST029333,Estudiante 29333,Ingeniería de Sistemas,La Libertad,6.55
EST029334,Estudiante 29334,Contaduria,La Libertad,6.51
EST029335,Estudiante 29335,Contaduria,Sonsonate,8.48
EST029336,Estudiante 29336,Contaduria,Sonsonate,8.74
EST029337,Estudiante 29337,Contaduria,Sonsonate,8.97
EST029338,Estudiante 29338,Ingeniería de Sistemas,Sonsonate,6.15
EST029339,Estudiante 29339,Contaduria,La Libertad,9.76
EST029340,Estudiante 29340,Contaduria,La Libertad,5.15
EST029341,Estudiante 29341,Administracion,Santa Ana,7.18
EST029342,Estudiante 29342,Arquitectura,Santa Ana,8.35
EST029343,Estudiante 29343,Arquitectura,San Salvador,9.67
EST029344,Estudiante 29344,Ingeniería Industrial,Santa Ana,8.66
EST029345,Estudiante 29345,Ingeniería de Sistemas,Santa Ana,9.17
EST029346,Estudiante 29346,Contaduria,San Salvador,9.13
EST029347,Estudiante 29347,Contaduria,Sonsonate,9.08
EST029348,Estudiante 29348,Arquitectura,Sonsonate,5.36
EST029349,Estudiante 29349,Ingeniería Industrial,La Libertad,7.58
EST029350,Estudiante 29350,Arquitectura,La Libertad,8.4
EST029351,Estudiante 29351,Arquitectura,La Libertad,8.27
EST029352,Estudiante 29352,Ingeniería Industrial,Santa Ana,9.98
EST029353,Estudiante 29353,Arquitectura,Santa Ana,7.71
EST029354,Estudiante 29354,Ingeniería de Sistemas,La Libertad,8.4
EST029355,Estudiante 29355,Arquitectura,Santa Ana,6.62
EST029356,Estudiante 29356,Ingeniería de Sistemas,La Libertad,6.11
EST029357,Estudiante 29357,Ingeniería Industrial,San Salvador,7.87
EST029358,Estudiante 29358,Arquitectura,Sonsonate,6.1
EST029359,Estudiante 29359,Administracion,San Miguel,5.76
EST029360,Estudiante 29360,Administracion,La Libertad,6.86
EST029361,Estudiante 29361,Contaduria,San Salvador,6.34
EST029362,Estudiante 29362,Contaduria,La Libertad,7.1
EST029363,Estudiante 29363,Arquitectura,San Miguel,6.01
EST029364,Estudiante 29364,Administracion,La Libertad,5.5
EST029365,Estudiante 29365,Ingeniería de Sistemas,San Salvador,7.93
EST029366,Estudiante 29366,Ingeniería Industrial,San Miguel,6.98
EST029367,Estudiante 29367,Ingeniería de Sistemas,Sonsonate,7.14
EST029368,Estudiante 29368,Ingeniería Industrial,Sonsonate,6.17
EST029369,Estudiante 29369,Ingeniería de Sistemas,San Salvador,8.12
EST029370,Estudiante 29370,Arquitectura,La Libertad,6.05
EST029371,Estudiante 29371,Ingeniería de Sistemas,San Salvador,5.31
EST029372,Estudiante 29372,Ingeniería de Sistemas,San Salvador,6.81
EST029373,Estudiante 29373,Ingeniería de Sistemas,Santa Ana,7.86
EST029374,Estudiante 29374,Arquitectura,La Libertad,7.87
EST029375,Estudiante 29375,Ingeniería Industrial,San Salvador,6.18
EST029376,Estudiante 29376,Administracion,San Miguel,6.12
EST029377,Estudiante 29377,Arquitectura,La Libertad,7.3
EST029378,Estudiante 29378,Contaduria,La Libertad,9.51
EST029379,Estudiante 29379,Contaduria,San Miguel,6.02
EST029380,Estudiante 29380,Contaduria,La Libertad,5.47
EST029381,Estudiante 29381,Ingeniería Industrial,Santa Ana,5.42
EST029382,Estudiante 29382,Administracion,Santa Ana,7.51
EST029383,Estudiante 29383,Arquitectura,Santa Ana,8.55
EST029384,Estudiante 29384,Ingeniería de Sistemas,San Salvador,9.83
EST029385,Estudiante 29385,Arquitectura,San Salvador,6.18
EST029386,Estudiante 29386,Administracion,San Salvador,7.56
EST029387,Estudiante 29387,Ingeniería Industrial,San Salvador,5.58
EST029388,Estudiante 29388,Administracion,San Salvador,8.12
EST029389,Estudiante 29389,Arquitectura,San Salvador,7.01
EST029390,Estudiante 29390,Administracion,Santa Ana,8.26
EST029391,Estudiante 29391,Administracion,Santa Ana,9.41
EST029392,Estudiante 29392,Ingeniería Industrial,Santa Ana,9.49
EST029393,Estudiante 29393,Ingeniería Industrial,Sonsonate,9.61
EST029394,Estudiante 29394,Ingeniería Industrial,San Miguel,8.57
EST029395,Estudiante 29395,Arquitectura,Santa Ana,7.37
EST029396,Estudiante 29396,Ingeniería de Sistemas,San Miguel,8.39
EST029397,Estudiante 29397,Ingeniería de Sistemas,Santa Ana,8.36
EST029398,Estudiante 29398,Contaduria,Sonsonate,8.87
EST029399,Estudiante 29399,Contaduria,San Miguel,7.83
EST029400,Estudiante 29400,Ingeniería Industrial,San Salvador,5.87
EST029401,Estudiante 29401,Ingeniería de Sistemas,La Libertad,9.18
EST029402,Estudiante 29402,Arquitectura,San Salvador,9.9
EST029403,Estudiante 29403,Administracion,San Miguel,8.48
EST029404,Estudiante 29404,Ingeniería de Sistemas,La Libertad,7.24
EST029405,Estudiante 29405,Administracion,Sonsonate,5.46
EST029406,Estudiante 29406,Administracion,San Salvador,5.82
EST029407,Estudiante 29407,Contaduria,San Miguel,5.65
EST029408,Estudiante 29408,Ingeniería de Sistemas,San Miguel,9.65
EST029409,Estudiante 29409,Administracion,La Libertad,8.31
EST029410,Estudiante 29410,Contaduria,Santa Ana,7.24
EST029411,Estudiante 29411,Ingeniería de Sistemas,La Libertad,6.85
EST029412,Estudiante 29412,Arquitectura,San Salvador,6.78
EST029413,Estudiante 29413,Ingeniería de Sistemas,San Salvador,9.13
EST029414,Estudiante 29414,Arquitectura,San Miguel,9.78
EST029415,Estudiante 29415,Arquitectura,San Miguel,9.28
EST029416,Estudiante 29416,Ingeniería de Sistemas,La Libertad,8.82
EST029417,Estudiante 29417,Arquitectura,Santa Ana,7.62
EST029418,Estudiante 29418,Ingeniería Industrial,San Salvador,6.26
EST029419,Estudiante 29419,Administracion,Sonsonate,6.98
EST029420,Estudiante 29420,Administracion,San Salvador,5.47
EST029421,Estudiante 29421,Arquitectura,Sonsonate,8.66
EST029422,Estudiante 29422,Administracion,San Salvador,6.5
EST029423,Estudiante 29423,Ingeniería de Sistemas,San Salvador,6.89
EST029424,Estudiante 29424,Arquitectura,Santa Ana,7.11
EST029425,Estudiante 29425,Ingeniería Industrial,San Miguel,9.94
EST029426,Estudiante 29426,Ingeniería Industrial,Sonsonate,9.73
EST029427,Estudiante 29427,Administracion,La Libertad,7.32
EST029428,Estudiante 29428,Arquitectura,Sonsonate,8.42
EST029429,Estudiante 29429,Contaduria,San Salvador,9.77
EST029430,Estudiante 29430,Arquitectura,San Miguel,5.86
EST029431,Estudiante 29431,Ingeniería Industrial,San Miguel,7.53
EST029432,Estudiante 29432,Ingeniería de Sistemas,Sonsonate,9.79
EST029433,Estudiante 29433,Ingeniería Industrial,Sonsonate,7.46
EST029434,Estudiante 29434,Arquitectura,Santa Ana,5.65
EST029435,Estudiante 29435,Arquitectura,San Miguel,6.38
EST029436,Estudiante 29436,Ingeniería Industrial,Sonsonate,9.49
EST029437,Estudiante 29437,Contaduria,San Salvador,8.48
EST029438,Estudiante 29438,Administracion,La Libertad,7.02
EST029439,Estudiante 29439,Arquitectura,Sonsonate,9.44
EST029440,Estudiante 29440,Administracion,La Libertad,7.82
EST029441,Estudiante 29441,Ingeniería Industrial,Santa Ana,7.31
EST029442,Estudiante 29442,Arquitectura,Sonsonate,5.61
EST029443,Estudiante 29443,Contaduria,San Miguel,9.55
EST029444,Estudiante 29444,Administracion,Sonsonate,6.56
EST029445,Estudiante 29445,Administracion,San Miguel,9.32
EST029446,Estudiante 29446,Contaduria,San Salvador,6.19
EST029447,Estudiante 29447,Ingeniería Industrial,San Salvador,6.74
EST029448,Estudiante 29448,Administracion,San Salvador,8.54
EST029449,Estudiante 29449,Ingeniería Industrial,Sonsonate,9.46
EST029450,Estudiante 29450,Arquitectura,Sonsonate,9.09
EST029451,Estudiante 29451,Administracion,San Salvador,7.29
EST029452,Estudiante 29452,Arquitectura,Sonsonate,7.7
EST029453,Estudiante 29453,Administracion,Sonsonate,5.72
EST029454,Estudiante 29454,Administracion,La Libertad,5.25
EST029455,Estudiante 29455,Ingeniería Industrial,Santa Ana,8.03
EST029456,Estudiante 29456,Contaduria,Santa Ana,9.84
EST029457,Estudiante 29457,Contaduria,Santa Ana,8.97
EST029458,Estudiante 29458,Administracion,San Miguel,8.17
EST029459,Estudiante 29459,Ingeniería Industrial,San Salvador,5.4
EST029460,Estudiante 29460,Contaduria,Sonsonate,7.34
EST029461,Estudiante 29461,Arquitectura,San Salvador,9.33
EST029462,Estudiante 29462,Ingeniería de Sistemas,Santa Ana,8.37
EST029463,Estudiante 29463,Arquitectura,Santa Ana,6.16
EST029464,Estudiante 29464,Administracion,Santa Ana,7.51
EST029465,Estudiante 29465,Administracion,San Miguel,6.09
EST029466,Estudiante 29466,Ingeniería Industrial,San Miguel,5.77
EST029467,Estudiante 29467,Ingeniería Industrial,Santa Ana,9.48
EST029468,Estudiante 29468,Arquitectura,Sonsonate,5.77
EST029469,Estudiante 29469,Ingeniería Industrial,La Libertad,7.93
EST029470,Estudiante 29470,Contaduria,San Salvador,8.84
EST029471,Estudiante 29471,Arquitectura,La Libertad,6.12
EST029472,Estudiante 29472,Arquitectura,Sonsonate,8.3
EST029473,Estudiante 29473,Contaduria,San Salvador,5.22
EST029474,Estudiante 29474,Ingeniería de Sistemas,La Libertad,9.07
EST029475,Estudiante 29475,Arquitectura,San Salvador,9.2
EST029476,Estudiante 29476,Ingeniería de Sistemas,San Salvador,8.15
EST029477,Estudiante 29477,Ingeniería de Sistemas,Sonsonate,5.38
EST029478,Estudiante 29478,Ingeniería Industrial,La Libertad,9.62
EST029479,Estudiante 29479,Administracion,La Libertad,8.48
EST029480,Estudiante 29480,Ingeniería de Sistemas,La Libertad,7.81
EST029481,Estudiante 29481,Arquitectura,Santa Ana,6.99
EST029482,Estudiante 29482,Arquitectura,San Salvador,6.98
EST029483,Estudiante 29483,Arquitectura,La Libertad,7.49
EST029484,Estudiante 29484,Ingeniería de Sistemas,Santa Ana,5.38
EST029485,Estudiante 29485,Arquitectura,Sonsonate,8.29
EST029486,Estudiante 29486,Contaduria,San Salvador,5.93
EST029487,Estudiante 29487,Administracion,La Libertad,5.26
EST029488,Estudiante 29488,Ingeniería Industrial,San Salvador,9.64
EST029489,Estudiante 29489,Contaduria,San Salvador,8.8
EST029490,Estudiante 29490,Contaduria,Santa Ana,9.76
EST029491,Estudiante 29491,Ingeniería Industrial,Santa Ana,5.31
EST029492,Estudiante 29492,Ingeniería Industrial,San Miguel,7.0
EST029493,Estudiante 29493,Ingeniería de Sistemas,Sonsonate,5.36
EST029494,Estudiante 29494,Contaduria,San Miguel,9.97
EST029495,Estudiante 29495,Arquitectura,La Libertad,8.93
EST029496,Estudiante 29496,Administracion,La Libertad,9.3
EST029497,Estudiante 29497,Ingeniería Industrial,San Salvador,7.4
EST029498,Estudiante 29498,Contaduria,Sonsonate,8.05
EST029499,Estudiante 29499,Arquitectura,San Salvador,8.17
EST029500,Estudiante 29500,Contaduria,Santa Ana,5.23
EST029501,Estudiante 29501,Contaduria,San Miguel,7.94
EST029502,Estudiante 29502,Ingeniería Industrial,Santa Ana,8.01
EST029503,Estudiante 29503,Administracion,La Libertad,7.97
EST029504,Estudiante 29504,Ingeniería Industrial,Santa Ana,6.27
EST029505,Estudiante 29505,Ingeniería de Sistemas,Santa Ana,7.25
EST029506,Estudiante 29506,Administracion,La Libertad,6.65
EST029507,Estudiante 29507,Arquitectura,San Salvador,5.39
EST029508,Estudiante 29508,Contaduria,San Miguel,5.56
EST029509,Estudiante 29509,Administracion,Santa Ana,7.57
EST029510,Estudiante 29510,Arquitectura,San Salvador,6.16
EST029511,Estudiante 29511,Contaduria,San Salvador,9.19
EST029512,Estudiante 29512,Ingeniería Industrial,Santa Ana,5.66
EST029513,Estudiante 29513,Contaduria,San Salvador,6.59
EST029514,Estudiante 29514,Administracion,Santa Ana,8.52
EST029515,Estudiante 29515,Ingeniería de Sistemas,Santa Ana,8.39
EST029516,Estudiante 29516,Administracion,Santa Ana,8.27
EST029517,Estudiante 29517,Administracion,Santa Ana,6.83
EST029518,Estudiante 29518,Administracion,Sonsonate,9.07
EST029519,Estudiante 29519,Ingeniería de Sistemas,Santa Ana,5.1
EST029520,Estudiante 29520,Administracion,San Miguel,6.7
EST029521,Estudiante 29521,Ingeniería Industrial,La Libertad,5.01
EST029522,Estudiante 29522,Ingeniería Industrial,Santa Ana,7.87
EST029523,Estudiante 29523,Contaduria,La Libertad,7.87
EST029524,Estudiante 29524,Administracion,San Miguel,7.44
EST029525,Estudiante 29525,Ingeniería de Sistemas,San Miguel,8.87
EST029526,Estudiante 29526,Arquitectura,Santa Ana,5.37
EST029527,Estudiante 29527,Arquitectura,La Libertad,6.98
EST029528,Estudiante 29528,Administracion,La Libertad,7.31
EST029529,Estudiante 29529,Contaduria,Santa Ana,5.65
EST029530,Estudiante 29530,Arquitectura,Sonsonate,5.74
EST029531,Estudiante 29531,Arquitectura,Santa Ana,8.12
EST029532,Estudiante 29532,Administracion,San Salvador,7.28
EST029533,Estudiante 29533,Contaduria,San Miguel,7.88
EST029534,Estudiante 29534,Arquitectura,San Salvador,6.8
EST029535,Estudiante 29535,Ingeniería de Sistemas,San Miguel,8.75
EST029536,Estudiante 29536,Administracion,Sonsonate,8.65
EST029537,Estudiante 29537,Ingeniería de Sistemas,San Salvador,6.72
EST029538,Estudiante 29538,Contaduria,Sonsonate,9.67
EST029539,Estudiante 29539,Arquitectura,San Miguel,9.86
EST029540,Estudiante 29540,Contaduria,La Libertad,9.95
EST029541,Estudiante 29541,Arquitectura,Santa Ana,5.62
EST029542,Estudiante 29542,Ingeniería Industrial,Santa Ana,5.85
EST029543,Estudiante 29543,Arquitectura,La Libertad,5.03
EST029544,Estudiante 29544,Arquitectura,Sonsonate,7.43
EST029545,Estudiante 29545,Contaduria,San Salvador,5.17
EST029546,Estudiante 29546,Arquitectura,San Salvador,8.7
EST029547,Estudiante 29547,Ingeniería Industrial,Sonsonate,6.77
EST029548,Estudiante 29548,Arquitectura,San Miguel,7.41
EST029549,Estudiante 29549,Arquitectura,San Salvador,6.06
EST029550,Estudiante 29550,Arquitectura,San Miguel,7.08
EST029551,Estudiante 29551,Contaduria,Santa Ana,7.66
EST029552,Estudiante 29552,Arquitectura,La Libertad,7.43
EST029553,Estudiante 29553,Arquitectura,San Salvador,5.54
EST029554,Estudiante 29554,Ingeniería Industrial,La Libertad,8.41
EST029555,Estudiante 29555,Administracion,La Libertad,9.0
EST029556,Estudiante 29556,Contaduria,San Salvador,8.86
EST029557,Estudiante 29557,Contaduria,Sonsonate,8.07
EST029558,Estudiante 29558,Ingeniería Industrial,La Libertad,8.05
EST029559,Estudiante 29559,Administracion,Sonsonate,5.52
EST029560,Estudiante 29560,Contaduria,Sonsonate,8.34
EST029561,Estudiante 29561,Arquitectura,San Salvador,7.73
EST029562,Estudiante 29562,Administracion,Sonsonate,6.05
EST029563,Estudiante 29563,Contaduria,San Salvador,7.71
EST029564,Estudiante 29564,Ingeniería Industrial,Santa Ana,8.11
EST029565,Estudiante 29565,Administracion,Santa Ana,5.23
EST029566,Estudiante 29566,Ingeniería de Sistemas,Santa Ana,6.0
EST029567,Estudiante 29567,Ingeniería Industrial,San Miguel,7.93
EST029568,Estudiante 29568,Ingeniería Industrial,Sonsonate,6.81
EST029569,Estudiante 29569,Contaduria,Santa Ana,6.68
EST029570,Estudiante 29570,Administracion,San Salvador,5.82
EST029571,Estudiante 29571,Ingeniería Industrial,Santa Ana,8.67
EST029572,Estudiante 29572,Ingeniería de Sistemas,Sonsonate,5.05
EST029573,Estudiante 29573,Administracion,La Libertad,7.53
EST029574,Estudiante 29574,Ingeniería de Sistemas,San Salvador,5.31
EST029575,Estudiante 29575,Administracion,San Salvador,5.41
EST029576,Estudiante 29576,Administracion,La Libertad,8.02
EST029577,Estudiante 29577,Ingeniería de Sistemas,San Salvador,6.66
EST029578,Estudiante 29578,Contaduria,Santa Ana,7.95
EST029579,Estudiante 29579,Contaduria,La Libertad,7.37
EST029580,Estudiante 29580,Ingeniería de Sistemas,Sonsonate,6.13
EST029581,Estudiante 29581,Ingeniería Industrial,San Miguel,8.69
EST029582,Estudiante 29582,Ingeniería Industrial,Sonsonate,7.91
EST029583,Estudiante 29583,Contaduria,San Miguel,9.49
EST029584,Estudiante 29584,Administracion,Sonsonate,5.12
EST029585,Estudiante 29585,Administracion,Santa Ana,8.98
EST029586,Estudiante 29586,Administracion,Santa Ana,9.61
EST029587,Estudiante 29587,Ingeniería Industrial,Santa Ana,6.94
EST029588,Estudiante 29588,Ingeniería Industrial,La Libertad,7.41
EST029589,Estudiante 29589,Ingeniería de Sistemas,San Salvador,8.84
EST029590,Estudiante 29590,Arquitectura,Santa Ana,7.87
EST029591,Estudiante 29591,Ingeniería Industrial,San Salvador,5.33
EST029592,Estudiante 29592,Ingeniería Industrial,San Salvador,8.08
EST029593,Estudiante 29593,Administracion,La Libertad,7.93
EST029594,Estudiante 29594,Arquitectura,La Libertad,5.24
EST029595,Estudiante 29595,Ingeniería Industrial,La Libertad,8.94
EST029596,Estudiante 29596,Ingeniería de Sistemas,San Salvador,6.36
EST029597,Estudiante 29597,Ingeniería Industrial,La Libertad,6.31
EST029598,Estudiante 29598,Ingeniería de Sistemas,San Miguel,8.34
EST029599,Estudiante 29599,Ingeniería de Sistemas,San Salvador,5.5
EST029600,Estudiante 29600,Administracion,La Libertad,6.14
EST029601,Estudiante 29601,Administracion,Sonsonate,7.18
EST029602,Estudiante 29602,Ingeniería Industrial,La Libertad,6.37
EST029603,Estudiante 29603,Contaduria,San Salvador,9.4
EST029604,Estudiante 29604,Ingeniería de Sistemas,San Miguel,9.82
EST029605,Estudiante 29605,Ingeniería de Sistemas,San Salvador,8.22
EST029606,Estudiante 29606,Contaduria,Sonsonate,7.4
EST029607,Estudiante 29607,Contaduria,San Miguel,8.46
EST029608,Estudiante 29608,Ingeniería de Sistemas,Santa Ana,6.63
EST029609,Estudiante 29609,Ingeniería Industrial,Santa Ana,5.04
EST029610,Estudiante 29610,Ingeniería Industrial,La Libertad,7.69
EST029611,Estudiante 29611,Contaduria,Sonsonate,6.05
